link_id,from_node_id,to_node_id,dir_flag,length,lanes,capacity,free_speed,link_type_name,link_type,geometry,macro_link_id,macro_node_id,movement_id,mvmt_txt_id,ctrl_type,allowed_uses
2202,223600,223700,1,32.0,4,1800,72,primary,3,"LINESTRING (-112.0655591 33.6616757, -112.0655612 33.6619643)",2265,,,,,auto
2203,223701,223601,1,40.07,2,1800,72,primary,3,"LINESTRING (-112.0657124 33.6620002, -112.0657098 33.6616435, -112.0657098 33.6616388)",2266,,,,,auto
2204,223800,223302,1,51.68,3,1800,72,primary,3,"LINESTRING (-112.0655036 33.6549571, -112.0655041 33.6550135, -112.0655065 33.6552707, -112.0655084 33.6554232)",2267,,,,,auto
2205,223303,223801,1,47.63,4,1800,72,primary,3,"LINESTRING (-112.0656781 33.6554037, -112.0656764 33.6552694, -112.0656740 33.6550124, -112.0656736 33.6549741)",2268,,,,,auto
2206,84900,222701,1,44.91,4,1800,72,primary,3,"LINESTRING (-112.0654801 33.6674646, -112.0654592 33.6678693)",2269,,,,,auto
2207,223702,223900,1,34.15,3,1800,72,primary,3,"LINESTRING (-112.0655820 33.6622355, -112.0655842 33.6625435)",2270,,,,,auto
2208,223901,223703,1,34.23,3,1800,72,primary,3,"LINESTRING (-112.0657352 33.6625428, -112.0657330 33.6622340)",2271,,,,,auto
2209,224000,224100,1,5.72,2,1800,72,primary,3,"LINESTRING (-112.0657292 33.6675294, -112.0657286 33.6674778)",2272,,,,,auto
2210,224100,224200,1,40.93,2,1800,72,primary,3,"LINESTRING (-112.0657286 33.6674778, -112.0657199 33.6671087)",2273,,,,,auto
2211,223502,223602,1,581.28,3,1800,72,primary,3,"LINESTRING (-112.0655183 33.6561626, -112.0655264 33.6565028, -112.0655499 33.6574054, -112.0655622 33.6583914, -112.0655666 33.6587462, -112.0655687 33.6591148, -112.0655715 33.6602717, -112.0655738 33.6610928, -112.0655760 33.6614050)",2274,,,,,auto
2212,223603,223503,1,585.45,2,1800,72,primary,3,"LINESTRING (-112.0657083 33.6614224, -112.0657059 33.6610923, -112.0657036 33.6602715, -112.0657008 33.6591144, -112.0656987 33.6587453, -112.0656943 33.6583902, -112.0656820 33.6574036, -112.0656585 33.6565005, -112.0656500 33.6561423)",2275,,,,,auto
2213,223902,84602,1,392.4,3,1800,72,primary,3,"LINESTRING (-112.0655860 33.6627960, -112.0655891 33.6632307, -112.0655925 33.6639372, -112.0655936 33.6641241, -112.0655967 33.6648168, -112.0655976 33.6653409, -112.0655950 33.6654441, -112.0655982 33.6656958, -112.0655926 33.6658605, -112.0655785 33.6662813, -112.0655757 33.6663349)",2276,,,,,auto
2214,84603,223903,1,397.02,2,1800,72,primary,3,"LINESTRING (-112.0657067 33.6663579, -112.0657106 33.6662853, -112.0657247 33.6658636, -112.0657303 33.6656968, -112.0657271 33.6654446, -112.0657297 33.6653420, -112.0657288 33.6648165, -112.0657257 33.6641236, -112.0657246 33.6639367, -112.0657212 33.6632302, -112.0657180 33.6627774)",2277,,,,,auto
2215,29200,224300,1,490.25,2,1600,60,secondary,4,"LINESTRING (-112.0741954 33.6692250, -112.0750037 33.6692157, -112.0761247 33.6692187, -112.0765588 33.6692163, -112.0780103 33.6692079, -112.0787137 33.6692153, -112.0794835 33.6692060)",2278,,,,,auto
2216,224401,222901,1,53.78,4,1600,72,secondary,4,"LINESTRING (-112.0665002 33.6683129, -112.0664375 33.6683149, -112.0659205 33.6683315)",2279,,,,,auto
2217,224501,276403,1,68.7,4,1600,60,secondary,4,"LINESTRING (-112.0818846 33.6691901, -112.0825145 33.6691876, -112.0826256 33.6691896)",2280,,,,,auto
2218,28500,224601,1,291.22,2,1600,72,secondary,4,"LINESTRING (-112.0703668 33.6683906, -112.0688551 33.6683358, -112.0686804 33.6683298, -112.0684059 33.6683203, -112.0675260 33.6683094, -112.0672289 33.6683346)",2281,,,,,auto
2219,224700,224800,1,18.28,2,1600,60,secondary,4,"LINESTRING (-112.0643098 33.6547845, -112.0643060 33.6547845, -112.0641126 33.6547845)",2282,,,,,auto
2220,224801,224701,1,10.28,4,1600,60,secondary,4,"LINESTRING (-112.0641557 33.6549108, -112.0642666 33.6549108)",2283,,,,,auto
2221,224900,225000,1,3.3,2,1600,64,secondary,4,"LINESTRING (-112.0625810 33.6547843, -112.0625454 33.6547843)",2284,,,,,auto
2222,225001,224901,1,3.3,3,1600,64,secondary,4,"LINESTRING (-112.0625454 33.6548948, -112.0625810 33.6548948)",2285,,,,,auto
2223,225002,225100,1,6.51,2,1600,64,secondary,4,"LINESTRING (-112.0622866 33.6547843, -112.0622164 33.6547843)",2286,,,,,auto
2224,225101,225003,1,2.51,4,1600,64,secondary,4,"LINESTRING (-112.0622379 33.6549106, -112.0622650 33.6549106)",2287,,,,,auto
2225,225200,225300,1,5.01,4,1600,60,secondary,4,"LINESTRING (-112.0648397 33.6547530, -112.0647857 33.6547530)",2288,,,,,auto
2226,225301,225201,1,5.01,5,1600,60,secondary,4,"LINESTRING (-112.0647857 33.6549266, -112.0648397 33.6549266)",2289,,,,,auto
2227,224802,225400,1,12.02,3,1600,60,secondary,4,"LINESTRING (-112.0638340 33.6547657, -112.0637044 33.6547632)",2290,,,,,auto
2228,225401,224803,1,12.02,3,1600,60,secondary,4,"LINESTRING (-112.0637008 33.6548894, -112.0638305 33.6548920)",2291,,,,,auto
2229,225402,225500,1,35.47,2,1600,60,secondary,4,"LINESTRING (-112.0634214 33.6547777, -112.0630571 33.6547825, -112.0630389 33.6547827)",2292,,,,,auto
2230,225501,225403,1,27.47,4,1600,60,secondary,4,"LINESTRING (-112.0630844 33.6549084, -112.0633806 33.6549045)",2293,,,,,auto
2231,223802,225202,1,28.38,4,1600,60,secondary,4,"LINESTRING (-112.0654046 33.6547527, -112.0653655 33.6547530, -112.0650986 33.6547530)",2294,,,,,auto
2232,225203,223803,1,24.54,5,1600,60,secondary,4,"LINESTRING (-112.0651201 33.6549266, -112.0653664 33.6549266, -112.0653848 33.6549265)",2295,,,,,auto
2233,225600,223804,1,15.97,4,1600,72,secondary,4,"LINESTRING (-112.0659220 33.6547479, -112.0657815 33.6547501, -112.0657498 33.6547503)",2296,,,,,auto
2234,223805,225601,1,20.14,3,1600,72,secondary,4,"LINESTRING (-112.0657296 33.6548925, -112.0657838 33.6548921, -112.0659468 33.6548896)",2297,,,,,auto
2235,225302,225700,1,7.04,4,1600,60,secondary,4,"LINESTRING (-112.0646778 33.6547530, -112.0646019 33.6547530)",2298,,,,,auto
2236,225701,225303,1,7.04,5,1600,60,secondary,4,"LINESTRING (-112.0646019 33.6549266, -112.0646778 33.6549266)",2299,,,,,auto
2237,225800,225900,1,28.17,3,1600,64,secondary,4,"LINESTRING (-112.0573628 33.6547722, -112.0570590 33.6547721)",2300,,,,,auto
2238,225901,225801,1,32.17,2,1600,64,secondary,4,"LINESTRING (-112.0570374 33.6548826, -112.0573844 33.6548826)",2301,,,,,auto
2239,225902,226000,1,35.16,2,1600,64,secondary,4,"LINESTRING (-112.0567787 33.6547879, -112.0565561 33.6547910, -112.0563995 33.6547931)",2302,,,,,auto
2240,226001,225903,1,31.04,3,1600,64,secondary,4,"LINESTRING (-112.0564221 33.6549033, -112.0565582 33.6549014, -112.0567569 33.6548987)",2303,,,,,auto
2241,225102,225802,1,400.01,2,1600,64,secondary,4,"LINESTRING (-112.0619575 33.6547843, -112.0619550 33.6547843, -112.0616165 33.6547843, -112.0612488 33.6547846, -112.0610897 33.6547854, -112.0608767 33.6547864, -112.0600707 33.6547902, -112.0587582 33.6547890, -112.0576433 33.6547881)",2304,,,,,auto
2242,225803,225103,1,400.02,2,1600,64,secondary,4,"LINESTRING (-112.0576432 33.6548828, -112.0587580 33.6548838, -112.0600709 33.6548850, -112.0608773 33.6548812, -112.0610903 33.6548802, -112.0612492 33.6548794, -112.0616166 33.6548791, -112.0619550 33.6548791, -112.0619574 33.6548791)",2305,,,,,auto
2243,226100,226200,1,539.78,2,1600,72,secondary,4,"LINESTRING (-112.0733388 33.6546928, -112.0732230 33.6546941, -112.0715467 33.6547123, -112.0706963 33.6547216, -112.0700010 33.6547291, -112.0695463 33.6547339, -112.0690820 33.6547389, -112.0688033 33.6547417, -112.0675434 33.6547542, -112.0675176 33.6547544)",2306,,,,,auto
2244,226201,226101,1,539.78,2,1600,72,secondary,4,"LINESTRING (-112.0675190 33.6548491, -112.0675448 33.6548488, -112.0688047 33.6548363, -112.0690834 33.6548335, -112.0695477 33.6548285, -112.0700024 33.6548237, -112.0706977 33.6548162, -112.0715481 33.6548069, -112.0732244 33.6547887, -112.0733402 33.6547875)",2307,,,,,auto
2245,226300,226400,1,6.09,2,1600,72,secondary,4,"LINESTRING (-112.0668675 33.6547641, -112.0668019 33.6547652)",2308,,,,,auto
2246,226401,226301,1,6.08,2,1600,72,secondary,4,"LINESTRING (-112.0668041 33.6548599, -112.0668697 33.6548588)",2309,,,,,auto
2247,226202,226302,1,12.25,2,1600,72,secondary,4,"LINESTRING (-112.0672584 33.6547578, -112.0671263 33.6547600)",2310,,,,,auto
2248,226303,226203,1,8.25,3,1600,72,secondary,4,"LINESTRING (-112.0671504 33.6548701, -112.0672394 33.6548687)",2311,,,,,auto
2249,226500,226102,1,42.68,2,1600,72,secondary,4,"LINESTRING (-112.0740578 33.6546851, -112.0737303 33.6546887, -112.0735976 33.6546901)",2312,,,,,auto
2250,226103,226501,1,38.68,3,1600,72,secondary,4,"LINESTRING (-112.0736208 33.6548003, -112.0737320 33.6547991, -112.0740380 33.6547958)",2313,,,,,auto
2251,226600,226700,1,24.73,3,1600,72,secondary,4,"LINESTRING (-112.0983397 33.6547731, -112.0986064 33.6547751)",2314,,,,,auto
2252,226701,226601,1,28.72,2,1600,72,secondary,4,"LINESTRING (-112.0986292 33.6546648, -112.0983195 33.6546625)",2315,,,,,auto
2253,226800,226900,1,35.84,2,1600,72,secondary,4,"LINESTRING (-112.0916548 33.6546571, -112.0920010 33.6546623, -112.0920413 33.6546630)",2316,,,,,auto
2254,226901,226801,1,32.16,3,1600,72,secondary,4,"LINESTRING (-112.0920222 33.6545522, -112.0920034 33.6545519, -112.0916754 33.6545469)",2317,,,,,auto
2255,227000,226602,1,14.92,3,1600,72,secondary,4,"LINESTRING (-112.0978758 33.6547650, -112.0980366 33.6547687)",2318,,,,,auto
2256,226603,227001,1,18.9,2,1600,72,secondary,4,"LINESTRING (-112.0980615 33.6546587, -112.0980531 33.6546586, -112.0978578 33.6546541)",2319,,,,,auto
2257,227100,226802,1,32.42,3,1600,72,secondary,4,"LINESTRING (-112.0910250 33.6546757, -112.0911133 33.6546754, -112.0913746 33.6546746)",2320,,,,,auto
2258,226803,227101,1,36.36,2,1600,72,secondary,4,"LINESTRING (-112.0913951 33.6545641, -112.0911128 33.6545649, -112.0910030 33.6545653)",2321,,,,,auto
2259,226502,1302,1,39.77,2,1600,60,secondary,4,"LINESTRING (-112.0743183 33.6547767, -112.0743224 33.6547766, -112.0747449 33.6547713, -112.0747471 33.6547713)",2322,,,,,auto
2260,1303,226503,1,35.77,3,1600,60,secondary,4,"LINESTRING (-112.0747236 33.6546611, -112.0743378 33.6546660)",2323,,,,,auto
2261,226702,227200,1,62.17,4,1600,72,secondary,4,"LINESTRING (-112.0989298 33.6547933, -112.0989890 33.6547937, -112.0991121 33.6547947, -112.0995482 33.6547981, -112.0996003 33.6547986)",2324,,,,,auto
2262,227201,226703,1,70.21,2,1600,72,secondary,4,"LINESTRING (-112.0996452 33.6546728, -112.0995498 33.6546719, -112.0991135 33.6546684, -112.0989904 33.6546674, -112.0988881 33.6546667)",2325,,,,,auto
2263,227300,227400,1,52.18,3,1600,60,secondary,4,"LINESTRING (-112.0821109 33.6547101, -112.0821523 33.6547098, -112.0822438 33.6547091, -112.0823617 33.6547082, -112.0826589 33.6547060, -112.0826737 33.6547059)",2326,,,,,auto
2264,227401,227301,1,56.18,2,1600,60,secondary,4,"LINESTRING (-112.0826941 33.6545953, -112.0826577 33.6545955, -112.0823605 33.6545977, -112.0822426 33.6545986, -112.0821511 33.6545993, -112.0820882 33.6545998)",2327,,,,,auto
2265,227402,227500,1,55.01,2,1600,72,secondary,4,"LINESTRING (-112.0829539 33.6546881, -112.0829748 33.6546879, -112.0831372 33.6546867, -112.0833756 33.6546849, -112.0834955 33.6546840, -112.0835472 33.6546836)",2328,,,,,auto
2266,227501,227403,1,51.01,3,1600,72,secondary,4,"LINESTRING (-112.0835244 33.6545733, -112.0834943 33.6545736, -112.0833744 33.6545745, -112.0831360 33.6545763, -112.0829743 33.6545775)",2329,,,,,auto
2267,227502,227102,1,643.34,2,1600,72,secondary,4,"LINESTRING (-112.0838060 33.6546818, -112.0855664 33.6546795, -112.0863293 33.6546785, -112.0867332 33.6546776, -112.0871682 33.6546766, -112.0876764 33.6546739, -112.0881905 33.6546712, -112.0889097 33.6546674, -112.0893380 33.6546648, -112.0902890 33.6546621, -112.0907445 33.6546607)",2330,,,,,auto
2268,227103,227503,1,643.39,2,1600,72,secondary,4,"LINESTRING (-112.0907441 33.6545660, -112.0902886 33.6545673, -112.0893374 33.6545700, -112.0889089 33.6545726, -112.0881897 33.6545764, -112.0876756 33.6545791, -112.0871676 33.6545818, -112.0867328 33.6545828, -112.0863291 33.6545837, -112.0855662 33.6545847, -112.0838051 33.6545871)",2331,,,,,auto
2269,226902,227002,1,487.1,3,1600,72,secondary,4,"LINESTRING (-112.0923214 33.6546830, -112.0927265 33.6546891, -112.0936863 33.6547036, -112.0954139 33.6547251, -112.0958170 33.6547301, -112.0962752 33.6547345, -112.0967545 33.6547380, -112.0974335 33.6547549, -112.0975740 33.6547589)",2332,,,,,auto
2270,227003,226903,1,491.2,2,1600,72,secondary,4,"LINESTRING (-112.0975990 33.6546490, -112.0974377 33.6546445, -112.0967571 33.6546276, -112.0962766 33.6546241, -112.0958187 33.6546197, -112.0954158 33.6546147, -112.0936884 33.6545932, -112.0927289 33.6545787, -112.0923023 33.6545722)",2333,,,,,auto
2271,36302,227302,1,236.02,2,1600,60,secondary,4,"LINESTRING (-112.0792850 33.6547165, -112.0796477 33.6547126, -112.0797250 33.6547120, -112.0801693 33.6547087, -112.0806641 33.6547050, -112.0810728 33.6547020, -112.0812880 33.6547004, -112.0818304 33.6546964)",2334,,,,,auto
2272,227303,36303,1,236.06,2,1600,60,secondary,4,"LINESTRING (-112.0818294 33.6546017, -112.0812870 33.6546057, -112.0810718 33.6546073, -112.0806631 33.6546103, -112.0801683 33.6546140, -112.0797240 33.6546173, -112.0796465 33.6546180, -112.0792836 33.6546218)",2335,,,,,auto
2273,36502,227600,1,25.7,4,1600,64,secondary,4,"LINESTRING (-112.1080102 33.6547797, -112.1080593 33.6547795, -112.1082873 33.6547790)",2336,,,,,auto
2274,227601,36503,1,33.7,2,1600,64,secondary,4,"LINESTRING (-112.1083300 33.6546526, -112.1080588 33.6546532, -112.1079666 33.6546535)",2337,,,,,auto
2275,227700,36402,1,9.31,3,1600,64,secondary,4,"LINESTRING (-112.1008224 33.6547819, -112.1009228 33.6547816)",2338,,,,,auto
2276,36403,227701,1,9.31,4,1600,64,secondary,4,"LINESTRING (-112.1009222 33.6546395, -112.1008218 33.6546398)",2339,,,,,auto
2277,227202,227702,1,67.25,3,1600,64,secondary,4,"LINESTRING (-112.0999245 33.6547853, -112.0999841 33.6547856, -112.1003353 33.6547830, -112.1005872 33.6547824, -112.1006498 33.6547823)",2340,,,,,auto
2278,227703,227203,1,63.11,4,1600,64,secondary,4,"LINESTRING (-112.1006278 33.6546403, -112.1005867 33.6546404, -112.1003343 33.6546410, -112.0999839 33.6546436, -112.0999471 33.6546434)",2341,,,,,auto
2279,226002,227800,1,633.74,2,1600,64,secondary,4,"LINESTRING (-112.0561407 33.6547954, -112.0555839 33.6547991, -112.0547897 33.6548253, -112.0546949 33.6548299, -112.0536722 33.6548803, -112.0535726 33.6548853, -112.0525798 33.6549279, -112.0521150 33.6549437, -112.0515727 33.6549413, -112.0507820 33.6549163, -112.0500977 33.6548914, -112.0497249 33.6548832, -112.0494759 33.6548799, -112.0493115 33.6548798)",2342,,,,,auto
2280,227801,226003,1,633.84,2,1600,64,secondary,4,"LINESTRING (-112.0493114 33.6549745, -112.0494749 33.6549747, -112.0497225 33.6549778, -112.0500937 33.6549860, -112.0507774 33.6550109, -112.0515703 33.6550359, -112.0521170 33.6550385, -112.0525850 33.6550225, -112.0535788 33.6549799, -112.0536790 33.6549749, -112.0547015 33.6549245, -112.0547953 33.6549199, -112.0555865 33.6548937, -112.0561416 33.6548901)",2343,,,,,auto
2281,227900,228000,1,4.34,2,1600,60,secondary,4,"LINESTRING (-112.0438126 33.6549112, -112.0437658 33.6549115)",2344,,,,,auto
2282,228001,227901,1,4.34,4,1600,60,secondary,4,"LINESTRING (-112.0437667 33.6550377, -112.0438135 33.6550375)",2345,,,,,auto
2283,227802,228100,1,35.8,3,1600,60,secondary,4,"LINESTRING (-112.0490304 33.6548649, -112.0489393 33.6548655, -112.0486443 33.6548674)",2346,,,,,auto
2284,228101,227803,1,39.8,2,1600,60,secondary,4,"LINESTRING (-112.0486238 33.6549780, -112.0486433 33.6549779, -112.0489403 33.6549760, -112.0490530 33.6549752)",2347,,,,,auto
2285,228200,282900,1,37.07,3,1600,60,secondary,4,"LINESTRING (-112.0449274 33.6548898, -112.0447734 33.6548908, -112.0445276 33.6548923)",2348,,,,,auto
2286,282901,228201,1,41.1,2,1600,60,secondary,4,"LINESTRING (-112.0445067 33.6550029, -112.0447744 33.6550013, -112.0449500 33.6550001)",2349,,,,,auto
2287,282902,227902,1,17.21,2,1600,60,secondary,4,"LINESTRING (-112.0441493 33.6549099, -112.0439637 33.6549106)",2350,,,,,auto
2288,227903,282903,1,9.22,4,1600,60,secondary,4,"LINESTRING (-112.0440075 33.6550367, -112.0441070 33.6550363)",2351,,,,,auto
2289,228102,228500,1,35.06,2,1600,60,secondary,4,"LINESTRING (-112.0483641 33.6548849, -112.0483445 33.6548850, -112.0479860 33.6548874)",2352,,,,,auto
2290,228501,228103,1,31.05,3,1600,60,secondary,4,"LINESTRING (-112.0480086 33.6549977, -112.0483435 33.6549955)",2353,,,,,auto
2291,228502,228202,1,233.44,2,1600,60,secondary,4,"LINESTRING (-112.0477255 33.6548895, -112.0466275 33.6548923, -112.0452079 33.6549035)",2354,,,,,auto
2292,228203,228503,1,233.73,2,1600,60,secondary,4,"LINESTRING (-112.0452089 33.6549982, -112.0466283 33.6549871, -112.0477297 33.6549842)",2355,,,,,auto
2293,228600,84102,1,39.99,2,1600,60,secondary,4,"LINESTRING (-112.0394073 33.6549290, -112.0393962 33.6549290, -112.0391436 33.6549304, -112.0389760 33.6549314)",2356,,,,,auto
2294,84103,228601,1,35.96,3,1600,60,secondary,4,"LINESTRING (-112.0389985 33.6550417, -112.0391445 33.6550409, -112.0393863 33.6550396)",2357,,,,,auto
2295,228700,228602,1,35.47,3,1600,60,secondary,4,"LINESTRING (-112.0400702 33.6549106, -112.0396877 33.6549121)",2358,,,,,auto
2296,228603,228701,1,39.48,2,1600,60,secondary,4,"LINESTRING (-112.0396667 33.6550227, -112.0396844 33.6550227, -112.0400843 33.6550211, -112.0400925 33.6550210)",2359,,,,,auto
2297,228002,228702,1,302.65,2,1600,60,secondary,4,"LINESTRING (-112.0436149 33.6549121, -112.0430197 33.6549144, -112.0424659 33.6549167, -112.0417981 33.6549194, -112.0416067 33.6549202, -112.0408832 33.6549231, -112.0403508 33.6549252)",2360,,,,,auto
2298,228703,228003,1,302.66,2,1600,60,secondary,4,"LINESTRING (-112.0403513 33.6550199, -112.0408838 33.6550179, -112.0416073 33.6550150, -112.0417987 33.6550142, -112.0424665 33.6550115, -112.0430203 33.6550092, -112.0436155 33.6550068)",2361,,,,,auto
2299,283000,229000,1,1110.48,2,1600,72,secondary,4,"LINESTRING (-112.0487334 33.6694753, -112.0488906 33.6694710, -112.0530726 33.6694661, -112.0572130 33.6694597, -112.0603351 33.6694613, -112.0607121 33.6694605)",2363,,,,,auto
2300,229101,229200,1,12.99,3,1600,72,secondary,4,"LINESTRING (-112.0474258 33.6694710, -112.0475659 33.6694713)",2364,,,,,auto
2301,229200,283001,1,64.57,4,1600,72,secondary,4,"LINESTRING (-112.0475659 33.6694713, -112.0482624 33.6694732)",2365,,,,,auto
2302,283100,229500,1,1362.32,2,1600,72,secondary,4,"LINESTRING (-112.0483276 33.6685378, -112.0461071 33.6685560, -112.0444778 33.6685572, -112.0435672 33.6685628, -112.0430388 33.6685851, -112.0425238 33.6686230, -112.0422327 33.6686549, -112.0418867 33.6686934, -112.0414992 33.6687547, -112.0410375 33.6688457, -112.0405979 33.6689378, -112.0402077 33.6690382, -112.0397303 33.6691722, -112.0391294 33.6693742, -112.0380304 33.6697632, -112.0371560 33.6700465, -112.0368187 33.6701499, -112.0362997 33.6703017, -112.0354374 33.6705592, -112.0349331 33.6707281, -112.0341382 33.6710145)",2367,,,,,auto
2303,28700,229600,1,29.17,3,1600,72,secondary,4,"LINESTRING (-112.0497937 33.6685525, -112.0494791 33.6685482)",2368,,,,,auto
2304,229600,283101,1,66.71,4,1600,72,secondary,4,"LINESTRING (-112.0494791 33.6685482, -112.0487596 33.6685383)",2369,,,,,auto
2305,227204,229700,1,69.46,3,1800,80,primary,3,"LINESTRING (-112.0996989 33.6548478, -112.0996990 33.6548859, -112.0997008 33.6551620, -112.0997026 33.6553628, -112.0997034 33.6554743)",2370,,,,,auto
2306,229701,227205,1,65.68,4,1800,80,primary,3,"LINESTRING (-112.0998731 33.6554579, -112.0998725 33.6553619, -112.0998707 33.6551611, -112.0998689 33.6548853, -112.0998688 33.6548655)",2371,,,,,auto
2307,229800,229900,1,8.33,5,1800,80,primary,3,"LINESTRING (-112.0996559 33.6538902, -112.0996564 33.6539394, -112.0996565 33.6539653)",2372,,,,,auto
2308,229901,229801,1,8.4,3,1800,80,primary,3,"LINESTRING (-112.0998452 33.6539647, -112.0998451 33.6539386, -112.0998446 33.6538890)",2373,,,,,auto
2309,230000,117102,1,657.63,2,1600,64,secondary,4,"LINESTRING (-112.0828809 33.6539151, -112.0828808 33.6538461, -112.0828807 33.6538097, -112.0828794 33.6534548, -112.0828791 33.6533886, -112.0828792 33.6528245, -112.0828796 33.6513557, -112.0828795 33.6510081, -112.0828756 33.6492233, -112.0828737 33.6488791, -112.0828735 33.6488664, -112.0828711 33.6483173, -112.0828719 33.6479836)",2374,,,,,auto
2310,117103,230001,1,657.65,2,1600,64,secondary,4,"LINESTRING (-112.0827587 33.6479834, -112.0827579 33.6483173, -112.0827603 33.6488672, -112.0827605 33.6488799, -112.0827624 33.6492237, -112.0827663 33.6510081, -112.0827664 33.6513557, -112.0827660 33.6528245, -112.0827659 33.6533888, -112.0827662 33.6534552, -112.0827675 33.6538099, -112.0827676 33.6538463, -112.0827676 33.6539150)",2375,,,,,auto
